id,name,host_id,location,neighbourhood,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,review_scores_rating,cancellation_policy
1234740,[1280-2]Lux 2BR In Back Bay,25188,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35449667,-71.07241061,Apartment,Entire home/apt,4,1,2,2,$389.00,2,96,super_strict_30
9180947,Back Bay Gem 1,47618394,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35491207,-71.07642598,Apartment,Entire home/apt,2,1,0,1,$145.00,2,97,strict
13391640,Back Bay Apt - Close and Convenient to Everywhere,6032648,"Boston, MA, United States",Back Bay,,42.35502416,-71.07523426,Apartment,Entire home/apt,2,1,0,1,$200.00,2,87,flexible
7853079,Classic Back Bay 3 Bed/1 Ba Flat,814298,"Marlborough Street, Boston, MA 02116, United States",Back Bay,2116,42.35061787,-71.08279118,Apartment,Entire home/apt,6,1,3,3,$568.00,2,87,strict
14422439,Beautiful Condo in Boston's Back Bay GS2,4962900,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34614524,-71.08002038,Apartment,Entire home/apt,5,2,2,2,$119.00,2,,strict
4132983,Lux 2BR in Post-War building  ,9419684,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34602594,-71.07991736,Apartment,Entire home/apt,5,1.5,2,3,$363.00,3,89,moderate
13848636,Home Sweet Home,21184200,"Newbury Street, Boston, MA 02115, United States",Back Bay,2115,42.34776636,-71.0860833,Apartment,Entire home/apt,4,1,1,2,$400.00,1,,strict
7475215,"Newbury Street By Maverick, Two",22348222,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.35097324,-71.08144481,Apartment,Entire home/apt,2,1,0,1,$150.00,7,97,strict
9252183,"Newbury By Maverick, Lg Studio",22348222,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.35068464,-71.08228084,Apartment,Entire home/apt,2,1,0,1,$160.00,7,,strict
11980767,Lovely studio in Back Bay Boston,5241671,"Beacon Street, Boston, MA 02215, United States",Back Bay,2215,42.35128637,-71.08865659,Apartment,Entire home/apt,4,1,0,2,$160.00,3,80,moderate
2723274,Lofty 2BD w/ Lg Private Roof Deck,8790904,"Isabella Street, Boston, MA 02116, United States",Back Bay,2116,42.34951621,-71.07101195,Apartment,Entire home/apt,2,1,2,1,$250.00,2,96,strict
8737466,"Elegant studio, heart of Boston",45840601,"Marlborough Street, Boston, MA 02116, United States",Back Bay,2116,42.35328034,-71.07168887,Apartment,Entire home/apt,2,1,0,1,$169.00,5,97,strict
13864771,Moody Studio East – Bedroom 2 (see plan),25796770,"Massachusetts Avenue, Boston, MA 02115, United States",Back Bay,2115,42.3493272,-71.09058849,Condominium,Private room,2,2,1,1,$89.00,14,,flexible
9992143,Lux 2BR BackBay Apt By Prud Skywalk,30283594,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34651763,-71.07772599,Apartment,Entire home/apt,5,2,2,2,$319.00,3,,strict
9228519,Stunning Back Bay Studio Apartment,39051883,"Marlborough Street, Boston, MA 02116, United States",Back Bay,2116,42.35355224,-71.07990482,Apartment,Entire home/apt,2,1,0,1,$189.00,13,100,strict
10293480,Sweetheart of Newbury 1BR Apt.,51673899,"Hereford Street, Boston, MA 02115, United States",Back Bay,2115,42.3497066,-71.0846244,Apartment,Entire home/apt,4,1,1,1,$299.00,2,,strict
6213822,In the Back Bay of Boston! GS2,4962900,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34588119,-71.07862399,Apartment,Entire home/apt,5,2,2,3,$183.00,2,95,strict
3673688,BACK BAY FLAT - BEST LOCATION!,18142992,"West Newton Street, Boston, MA 02116, United States",Back Bay,2116,42.34505122,-71.07988911,Condominium,Entire home/apt,4,1,1,3,$699.00,1,86,strict
12865092,Chic home in the heart of Backbay,7516089,"Saint Botolph Street, Boston, MA 02115, United States",Back Bay,2115,42.3441396,-71.08409557,Apartment,Entire home/apt,6,1,1,3,$100.00,1,60,strict
3591388,Spacious  1 bedroom BackBay,18092266,"Marlborough Street, Boston, MA 02115, United States",Back Bay,2115,42.34931436,-71.08769559,Apartment,Entire home/apt,2,1,1,1,$275.00,3,97,strict
9473816,Back Bay apartment,16154941,"Marlborough Street, Boston, MA 02116, United States",Back Bay,2116,42.35192164,-71.07941321,Apartment,Entire home/apt,5,1,1,2,$159.00,5,100,moderate
14552102,Beautiful Back Bay,84942880,"Commonwealth Avenue, Boston, MA 02115, United States",Back Bay,2115,42.34926998,-71.09050312,Apartment,Entire home/apt,5,1,2,2,$279.00,2,,flexible
12291029,Back Bay 1  Bedroom - Charles River,32540732,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35153136,-71.0832367,Apartment,Entire home/apt,4,1,1,2,$200.00,1,92,flexible
10881994,Everybody's favorite! BACK BAY FENW,21184200,"Commonwealth Avenue, Boston, MA 02215, United States",Back Bay,2215,42.34903397,-71.09096559,Apartment,Entire home/apt,6,1,1,2,$207.00,1,86,strict
13912943,Commonwealth Court Guest House,82531689,"Commonwealth Avenue, Boston, MA 02115, United States",Back Bay,2115,42.35010586,-71.08383847,Other,Private room,2,1,1,1,$218.00,5,,strict
14388025,Airbed in Cozy Shared Studio Downtown,38478454,"Marlborough Street, Boston, MA 02116, United States",Back Bay,2116,42.35244603,-71.08223439,Apartment,Shared room,2,1,1,1,$84.00,2,100,flexible
4377247,Perfect Back Bay 1BR; Walk the City,22726574,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35468546,-71.08154426,Apartment,Entire home/apt,3,1,1,1,$259.00,2,97,flexible
7474615,"Newbury Street By Maverick, Nine",22348222,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.35069866,-71.08233055,Apartment,Entire home/apt,2,1,0,1,$148.00,7,87,strict
13110631,Cute Apt Steps to T & Prudential Shops/Newbury St,72888191,"Cumberland Street, Boston, MA 02115, United States",Back Bay,2115,42.34336778,-71.08295284,Apartment,Entire home/apt,3,1,0,2,$130.00,2,92,strict
3870046,Adorable 2BR in heart of Boston,17010369,"Commonwealth Avenue, Boston, MA 02116, United States",Back Bay,2116,42.35009092,-71.08179656,Apartment,Entire home/apt,4,1,2,2,$300.00,2,94,moderate
789843,Private Roof Deck One Bed Beacon St,4161865,"Beacon St, Boston, MA 02115, United States",Back Bay,2115,42.3508448,-71.08558354,Apartment,Entire home/apt,2,1,1,1,$250.00,7,80,strict
2247190,Lux 2BR in Post-War building  ,9419684,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34649331,-71.07962505,Apartment,Entire home/apt,5,1.5,2,3,$363.00,3,87,moderate
4409819,Lux 1BR in Back Bay Landmark w/gym ,9419684,"Arlington Street, Boston, MA 02116, United States",Back Bay,2116,42.35030825,-71.0705645,Apartment,Entire home/apt,3,1,1,2,$267.00,14,100,moderate
3410087,Back Bay Boston Studio,17194624,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35272684,-71.08193619,Apartment,Entire home/apt,2,1,0,1,$119.00,2,83,strict
7194793,Private Room in Back Bay Brownstone,9969381,"Beacon St, Boston, MA 02115, United States",Back Bay,2115,42.34940349,-71.08680791,Apartment,Private room,2,1.5,1,1,$140.00,2,99,moderate
12897110,A Home In The Heart Of It All,70633440,"West Newton Street, Boston, MA 02116, United States",Back Bay,2116,42.34448567,-71.0807626,Apartment,Entire home/apt,4,1,1,1,$176.00,4,91,flexible
6075481,Small Studio in Back Bay - 1st Flr,13765922,"Commonwealth Avenue, Boston, MA 02116, United States",Back Bay,2116,42.35281513,-71.08121725,Apartment,Entire home/apt,4,1,0,1,$200.00,1,88,flexible
13060113,Back Bay 1 Bedroom,62461042,"Dartmouth Street, Boston, MA 02116, United States",Back Bay,2116,42.35139993,-71.0765082,Apartment,Entire home/apt,3,1,1,1,$550.00,1,,flexible
3704801,Beautiful 1 bedroom condo in Boston,8812693,"Harcourt Street, Boston, MA 02116, United States",Back Bay,2116,42.34610829,-71.07809503,Apartment,Entire home/apt,4,1,1,1,$150.00,1,90,flexible
10569282,Back Bay Beacon 3 Bedroom Bi Level,48494513,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35395557,-71.07444556,Apartment,Entire home/apt,6,1.5,3,3,$379.00,2,90,strict
9504314,1 BR Back Bay Public Gardens Apt,20934696,"Commonwealth Avenue, Boston, MA 02116, United States",Back Bay,2116,42.35410872,-71.07290449,Apartment,Private room,2,1,1,1,$300.00,1,,flexible
14714374,Large Private Room in Heart of Back Bay 1,91548283,"West Newton Street, Boston, MA 02116, United States",Back Bay,2116,42.34717511,-71.07825316,Condominium,Private room,2,1,1,1,$130.00,3,100,strict
13912470,14 Gloucester Street by Lyon Apartments,82529160,"Gloucester Street, Boston, MA 02115, United States",Back Bay,2115,42.34996452,-71.08438876,Apartment,Entire home/apt,4,1,1,2,$256.00,2,96,super_strict_30
13912467,14 Gloucester Street by Lyon Apartments,82529160,"Gloucester St, Boston, MA 02115, United States",Back Bay,2115,42.35047733,-71.08384619,Apartment,Entire home/apt,5,1,1,3,$296.00,2,100,super_strict_30
2246959,Lux 2BR in Post-War building  ,9419684,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34648274,-71.07967502,Apartment,Entire home/apt,5,1.5,2,3,$363.00,3,91,moderate
2656568,1 Bedroom Apartment Copley,13597630,"Huntington Avenue, Boston, MA 02116, United States",Back Bay,2116,42.34807209,-71.07663899,Apartment,Entire home/apt,2,1,1,1,$600.00,1,,flexible
14819717,Classic Back Bay Boston Brownstone,71670493,"Commonwealth Avenue, Boston, MA 02116, United States",Back Bay,2116,42.35213621,-71.07610266,Apartment,Entire home/apt,4,1,1,1,$225.00,2,,moderate
9504177,3 BR Back Bay Public Gardens Apt,20934696,"Commonwealth Avenue, Boston, MA 02116, United States",Back Bay,2116,42.35264095,-71.07329225,Apartment,Entire home/apt,7,1,3,3,$450.00,1,,flexible
6882615,"Newbury Street By Maverick, Four",22348222,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.34929912,-71.08347012,Apartment,Entire home/apt,2,1,0,1,$160.00,7,97,strict
5899031,2BR: Prettiest Street in Back Bay,30638417,"Marlborough Street, Boston, MA 02116, United States",Back Bay,2116,42.35264244,-71.07614546,Apartment,Entire home/apt,4,1,2,2,$350.00,4,89,flexible
1868513,Lux 1BR in Post-War Back Bay bldg,9419684,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34619686,-71.07856622,Apartment,Entire home/apt,3,1,1,2,$298.00,3,90,moderate
11371205,"Stay on Newbury St, Steps to ALL!",21184200,"Newbury Street, Boston, MA 02116, United States",Back Bay,2116,42.34988125,-71.082218,Apartment,Entire home/apt,8,1,2,3,$200.00,1,91,strict
12998272,2 bedroom in the heart of Back Bay,71647340,"Commonwealth Avenue, Boston, MA 02115, United States",Back Bay,2115,42.34892169,-71.09035525,Apartment,Entire home/apt,5,1,2,3,$286.00,1,100,flexible
14386825,Living Room Space in Back Bay,67180440,"Commonwealth Avenue, Boston, MA 02115, United States",Back Bay,2115,42.3505148,-71.08518782,Apartment,Shared room,1,1,1,1,$74.00,2,,flexible
197146,[1689] Brand New 2BR off Newbury St,25188,"Hereford St, Boston, MA 02115, United States",Back Bay,2115,42.34794627,-71.08488222,Apartment,Entire home/apt,4,1,2,2,$356.00,2,91,super_strict_30
4358181,Gorgeous Brand New Spacious Studio,4195134,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35291931,-71.07898548,Apartment,Entire home/apt,2,1,0,1,$130.00,60,95,strict
4080849,1 Bedroom in heart of Back Bay,18993068,"Saint Botolph Street, Boston, MA 02115, United States",Back Bay,2115,42.34398793,-71.08232026,Apartment,Entire home/apt,4,1,1,1,$250.00,1,100,strict
12092499,Brand New One Bedroom in Back Bay,9410008,"Marlborough Street, Boston, MA 02115, United States",Back Bay,2115,42.35012483,-71.0899974,Apartment,Entire home/apt,3,1,1,1,$200.00,3,99,strict
10454061,Heart of Newbury Studio Apartment,51673899,"Hereford Street, Boston, MA 02115, United States",Back Bay,2115,42.35000048,-71.08278844,Apartment,Entire home/apt,2,1,0,1,$129.00,2,92,strict
10945558,Copley Back Bay Brownstone 2BR,51673899,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34668562,-71.07957332,Apartment,Entire home/apt,6,1,2,2,$349.00,2,,strict
3458030,Backbay Apt,7912254,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34465973,-71.0799936,Apartment,Entire home/apt,4,1,2,2,$500.00,2,100,strict
4432035,*Fabulous Marlborough St. 1 Bed* :D,22892596,"Marlborough Street, Boston, MA 02115, United States",Back Bay,2115,42.34975716,-71.0877545,Apartment,Entire home/apt,3,1,1,1,$248.00,2,93,strict
13992811,Spacious and clean room in Back bay - #2,25296328,"Marlborough Street, Boston, MA 02116, United States",Back Bay,2116,42.35162689,-71.08249269,Apartment,Private room,2,1,1,1,$97.00,1,95,flexible
7881551,Incredible Location Back Bay Studio,1639654,"Marlborough Street, Boston, MA 02116, United States",Back Bay,2116,42.35316903,-71.07888777,Apartment,Entire home/apt,4,1,0,1,$210.00,1,95,strict
10701625,Copley Back Bay Brownstone 1BR,51673899,"Garrison Street, Boston, MA 02116, United States",Back Bay,2116,42.34483511,-71.08075173,Apartment,Entire home/apt,4,1,1,1,$249.00,2,85,strict
10409490,Bedroom unit next to Copley Square,17320199,"Boylston Street, Boston, MA 02116, United States",Back Bay,2116,42.35055496,-71.07939899,Apartment,Private room,1,1,1,1,$69.00,1,,flexible
14713259,Large Private Room in Heart of Back Bay 2,91548283,"West Newton Street, Boston, MA 02116, United States",Back Bay,2116,42.34924409,-71.07792578,Condominium,Private room,2,1,1,1,$130.00,3,95,strict
3867014,Luxury Living in Kendall Square,18202088,"Third Street, Cambridge, MA 02142, United States",Back Bay,2142,42.35352794,-71.08146327,Apartment,Entire home/apt,2,1,1,1,$270.00,2,89,strict
13959444,BEAUTIFUL BOSTON BROWNSTONE,21609039,"Massachusetts Avenue, Boston, MA 02118, United States",Back Bay,2118,42.34274931,-71.08316523,Condominium,Entire home/apt,4,1,2,2,$450.00,2,100,moderate
1589392,Totally Amazing XL Studio w Skyline,4195134,"Beacon Street, Boston, MA 02116, United States",Back Bay,2116,42.35441479,-71.07794303,Apartment,Entire home/apt,2,1,0,1,$130.00,2,100,strict
11455804,Furnished Suites with Boston Views,18202088,"Lewis Street, Boston, MA 02128, United States",East Boston,2128,42.36772573,-71.03980252,Apartment,Entire home/apt,2,1,0,1,$207.00,2,95,moderate
1066742,Zephyr Yacht - Heated and Insulated,5291968,"Condor Street, Boston, MA 02128, United States",East Boston,2128,42.3830112,-71.03889483,Boat,Entire home/apt,6,1.5,2,5,$200.00,2,79,strict
8982616,#3 Real close to the airport...,22264304,"Cottage Street, East Boston, MA 02128, United States",East Boston,2128,42.36937694,-71.03334518,Apartment,Private room,2,1,1,1,$65.00,1,91,moderate
9273,"Stay at ""HARBORVIEW"" Walk to subway",4804,"Jeffries St, Boston, MA 02128, United States",East Boston,2128,42.36460804,-71.02902056,Apartment,Entire home/apt,4,2,2,2,$225.00,3,100,super_strict_30
8326439,"Close to airport, downtown Boston",40995423,"Gladstone Street, Boston, MA 02128, United States",East Boston,2128,42.38850904,-71.00363143,Apartment,Private room,1,1,1,1,$48.00,5,65,moderate
13820571,Only 7 minutes to downtown Boston.,81414368,"Sumner Street, Boston, MA 02128, United States",East Boston,2128,42.36699756,-71.03594265,Apartment,Private room,1,1,1,1,$65.00,1,97,moderate
13926704,"Close to the airport, 5 minutes walk to T Station",40995423,"Gladstone Street, Boston, MA 02128, United States",East Boston,2128,42.3898975,-71.00338987,Apartment,Private room,1,1,1,1,$48.00,10,,flexible
4107959,Priv/Stylish btwn Dwntwn & Airport,10136526,"Maverick St, Boston, MA 02128, United States",East Boston,2128,42.3694918,-71.03659328,Apartment,Private room,2,1,1,1,$119.00,1,98,flexible
5940866,"Sun filled room, minutes to Boston",12720679,"Brooks Street, Boston, MA 02128, United States",East Boston,2128,42.3761932,-71.03354035,House,Private room,2,1,1,1,$75.00,2,97,moderate
6436334,Great room by airport!,25205247,"Maverick Street, Boston, MA 02128, United States",East Boston,2128,42.36460886,-71.02949758,Apartment,Private room,2,1,1,1,$150.00,1,85,moderate
1147871,Room in Boston Fantastic Location ,1407005,"Saratoga Street, Boston, MA 02128, United States",East Boston,2128,42.37761184,-71.03519758,House,Private room,2,1,1,1,$95.00,1,89,strict
14885796,One bedroom near airport and downtown!,86955930,"Maverick Street, Boston, MA 02128, United States",East Boston,2128,42.36961258,-71.03927684,Townhouse,Private room,4,1,1,2,$90.00,1,,flexible
1458081,"Beautiful 4BD/2BA Gem! Near airport, city, subway!",1431134,"Cottage Street, Boston, MA 02128, United States",East Boston,2128,42.37111661,-71.03339769,Condominium,Entire home/apt,8,2,3,4,$210.00,3,94,moderate
4868653,Private room in single family house,4472902,"Lexington St, Boston, MA 02128, United States",East Boston,2128,42.38071368,-71.03300608,House,Private room,1,1,1,1,$95.00,3,91,strict
2441095,2/1 Urban Apartment Airport Subway,3594203,"Brooks Street, Boston, MA 02128, United States",East Boston,2128,42.38016342,-71.03585166,Apartment,Entire home/apt,4,1,2,2,$99.00,2,81,strict
7634067,"Livingroom near Logan, Maverick T",204485,"Webster Street, Boston, MA 02128, United States",East Boston,2128,42.36661579,-71.03721079,Apartment,Shared room,2,1,1,1,$50.00,1,100,flexible
12646288,1 bedroom in Minimalist Cozy Apartment,15393686,"Boston, MA, United States",East Boston,,42.36970192,-71.032283,Apartment,Private room,1,1,1,1,$115.00,1,,flexible
8846849,spacious room near subway&airport,16284736,"Chelsea Street, Boston, MA 02128, United States",East Boston,2128,42.37450566,-71.03220529,Apartment,Private room,2,1,1,1,$70.00,1,75,flexible
1178162,Private Room Great Location Boston,1407005,"Saratoga Street, Boston, MA 02128, United States",East Boston,2128,42.37779634,-71.03466633,House,Private room,2,1,1,1,$95.00,1,86,strict
13908638,E1 Five mins from airport,28820575,"Maverick Street, Boston, MA 02128, United States",East Boston,2128,42.36952991,-71.03515085,House,Private room,2,1,1,1,$99.00,1,88,strict
1178106,Cozy Room in Great Location Boston,1407005,"Saratoga Street, Boston, MA 02128, United States",East Boston,2128,42.37668853,-71.03428152,House,Private room,2,1,1,1,$77.00,1,86,strict
13433317,Top floor cozy apartment,7772875,"Shelby Street, Boston, MA 02128, United States",East Boston,2128,42.38158617,-71.02917177,Apartment,Entire home/apt,5,1,2,2,$119.00,2,85,strict
6142396,Perfect for your Boston layover,31862615,"Maverick Street, Boston, MA 02128, United States",East Boston,2128,42.36866337,-71.03492955,Apartment,Shared room,2,1,1,1,$56.00,1,95,flexible
13908031,Luxury Master Bedroom Near Airport + City,5997103,"Cottage Street, Boston, MA 02128, United States",East Boston,2128,42.36860055,-71.0337864,Condominium,Private room,2,1,1,1,$89.00,1,95,moderate
14564883,Charming 2 bedrooom apartment,90216774,"East Eagle Street, Boston, MA 02128, United States",East Boston,2128,42.38242834,-71.03155467,Apartment,Entire home/apt,4,1,2,2,$129.00,2,,strict
13884549,Cozy private room conveniently located,12129722,"Maverick Street, Boston, MA 02128, United States",East Boston,2128,42.36664961,-71.03786795,Apartment,Private room,2,1,1,2,$65.00,1,97,moderate
12580274,Perfect for your E Boston layover,41542719,"Brooks Street, Boston, MA 02128, United States",East Boston,2128,42.37664361,-71.03147889,Apartment,Private room,1,1,1,1,$65.00,1,87,strict
12891323,Cozy apartment in great location,17000652,"Chelsea Street, Boston, MA 02128, United States",East Boston,2128,42.37049927,-71.03556084,Apartment,Private room,2,1,1,1,$85.00,1,100,moderate
11695285,Spacious 2Bdrm - Near Airport/Dntwn,14604394,"Marion Street, Boston, MA 02128, United States",East Boston,2128,42.37505927,-71.03432593,Apartment,Entire home/apt,4,1,2,2,$215.00,1,98,moderate
11498583,Airbnb Apartment Hostel #4,25938928,"Orleans Street, Boston, MA 02128, United States",East Boston,2128,42.36614916,-71.03943971,Apartment,Entire home/apt,2,2,1,1,$60.00,2,78,strict
14824568,On The Mystic - Queen Master - Near Airport,34539998,"Border Street, Boston, MA 02128, United States",East Boston,2128,42.38171108,-71.04086594,Condominium,Private room,2,1,1,1,$128.00,1,,flexible
11498523,Airbnb Apartment Hostel #3,25938928,"Orleans Street, Boston, MA 02128, United States",East Boston,2128,42.36663691,-71.03884285,Apartment,Entire home/apt,2,2,1,1,$60.00,2,88,strict
8859689,Lux Boston 2 BR Apt near train,44617326,"Chelsea Street, Boston, MA 02128, United States",East Boston,2128,42.37574655,-71.02989414,Apartment,Entire home/apt,5,1,2,2,$250.00,1,94,moderate
6614984,Cozy/Stylish btwn Dwntwn & Airport,10136526,"Maverick Street, Boston, MA 02128, United States",East Boston,2128,42.36948972,-71.03601135,Apartment,Entire home/apt,2,1,1,1,$129.00,1,96,flexible
9531326,"Sunny, Clean & Cute 1BD Near Aiport",1229497,"Leyden Street, Boston, MA 02128, United States",East Boston,2128,42.38982827,-71.0051918,Condominium,Entire home/apt,3,1,1,1,$72.00,4,,moderate
11398953,Newly Renovated 3 Bedroom By Subway,3594203,"Webster Street, Boston, MA 02128, United States",East Boston,2128,42.36798435,-71.03780898,Condominium,Entire home/apt,6,1,3,3,$99.00,2,82,strict
9382898,Room in a historic neighborhood,48677395,"Meridian Street, Boston, MA 02128, United States",East Boston,2128,42.37914285,-71.03956381,Condominium,Private room,3,2,1,1,$35.00,1,88,strict
2634361,71-1 Minutes to Boston-Near Beach,6331373,"Saratoga Street, Boston, MA 02128, United States",East Boston,2128,42.38911961,-71.00074121,House,Private room,3,2,1,2,$68.00,1,84,strict
1141522,"5min to Downtown Boston, walk to T ",1407005,"Saratoga Street, Boston, MA 02128, United States",East Boston,2128,42.37751972,-71.03418118,House,Private room,2,1,1,1,$95.00,1,86,strict
7809904,Amazing view near Airport/Downtown,7956208,"SUMNER St (back of 119 SUMNER), Boston, MA 02128, United States",East Boston,2128,42.3700513,-71.04169711,Apartment,Entire home/apt,3,1.5,1,1,$130.00,1,99,moderate
13233001,Sunny APT 15 min from downtown,2574884,"Leyden Street, Boston, MA 02128, United States",East Boston,2128,42.38944275,-71.00627385,Apartment,Entire home/apt,2,1,1,1,$150.00,1,100,flexible
11498416,Airbnb Apartment Hostel #2,25938928,"Orleans Street, Boston, MA 02128, United States",East Boston,2128,42.36777208,-71.03788731,Apartment,Entire home/apt,2,2,1,1,$60.00,2,82,strict
10056496,Nice 4 bedrooms apartment,51354463,"Leyden Street, Boston, MA 02128, United States",East Boston,2128,42.38953063,-71.00585743,Apartment,Entire home/apt,8,3,4,4,$250.00,2,79,moderate
11334091,Family-Friendly,55324394,"Eutaw Street, Boston, MA 02128, United States",East Boston,2128,42.3808084,-71.03744226,Apartment,Private room,1,1,1,1,$75.00,1,98,moderate
11866869,Vibrant East Boston Apartment,15349238,"Maverick Street, Boston, MA 02128, United States",East Boston,2128,42.37234908,-71.04158969,Apartment,Private room,4,1,1,4,$70.00,3,100,flexible
13594886,Luxury Room Near Airport + City,5997103,"Cottage Street, Boston, MA 02128, United States",East Boston,2128,42.36849763,-71.0337061,Condominium,Private room,2,2,1,1,$103.00,1,94,moderate
11579622,"Bright spacious room, all welcome!!",59127419,"Maverick Street, Boston, MA 02128, United States",East Boston,2128,42.36810492,-71.0362617,Apartment,Private room,2,1,1,1,$85.00,1,86,flexible
7678756,Renovated 1 Bed near Airport,25716111,"Lexington Street, Boston, MA 02128, United States",East Boston,2128,42.37990035,-71.02960254,Apartment,Entire home/apt,2,1,1,1,$95.00,4,100,strict
1059604,Adventure Houseboat. Free Parking!,5291968,"Condor Street, Boston, MA 02128, United States",East Boston,2128,42.38149456,-71.03870564,Boat,Entire home/apt,6,1,2,4,$275.00,2,84,strict
8252058,"Two Bedroom apartment, East Boston",42838239,"lubec, east Boston , MA 02128, United States",East Boston,2128,42.37208005,-71.03198309,Apartment,Private room,2,1,1,1,$80.00,1,95,moderate
12560987,3 Bedroom Condo by Subway & Harbor,3594203,"Webster Street, Boston, MA 02128, United States",East Boston,2128,42.3671268,-71.03780592,Condominium,Entire home/apt,6,1,3,3,$99.00,1,91,strict
12233285,Airbnb Apartment Hostel #7,25938928,"Orleans Street, Boston, MA 02128, United States",East Boston,2128,42.36692837,-71.04017264,Apartment,Entire home/apt,2,2,1,1,$60.00,2,85,strict
12233225,Airbnb Apartment Hostel #6,25938928,"Orleans Street, Boston, MA 02128, United States",East Boston,2128,42.36731306,-71.03878925,Apartment,Entire home/apt,2,2,1,1,$60.00,2,84,strict
6337106,#2-another room near the airport,22264304,"Cottage St, Boston, MA 02128, United States",East Boston,2128,42.36858285,-71.03427481,Apartment,Private room,2,1,1,1,$105.00,1,88,moderate
9958026,A cozy room close to Downtown,42333465,"Trenton St, Boston, MA 02128, United States",East Boston,2128,42.38013874,-71.03476478,Apartment,Private room,2,1,1,1,$80.00,1,80,strict
5616179,Beautiful brownstone great location,24361937,"Sumner Street, Boston, MA 02128, United States",East Boston,2128,42.36695966,-71.03277789,Apartment,Private room,2,2,1,1,$140.00,2,96,strict
14168664,Elegant & Classy Apartment in Boston,14685544,"Frankfort Street, Boston, MA 02128, United States",East Boston,2128,42.3794189,-71.02152948,Apartment,Entire home/apt,4,1,1,3,$115.00,1,100,strict
9858437,Cozy apartment,7772875,"Shelby St, Boston, MA 02128, United States",East Boston,2128,42.38216086,-71.02883782,Apartment,Entire home/apt,5,1,2,2,$145.00,2,83,strict
8514932,Summer in East Boston,37344176,"Marginal Street, Boston, MA 02128, United States",East Boston,2128,42.3662254,-71.03729354,Apartment,Private room,2,1,1,1,$115.00,2,96,flexible
8469735,Boston Gladstone,40995423,"Gladstone Street, Boston, MA 02128, United States",East Boston,2128,42.38998168,-71.00282202,Apartment,Private room,1,1,1,1,$50.00,15,76,strict
12971157,Charming & cozy 1 bedroom ( 2beds),48108655,"Boston, MA, United States",East Boston,,42.36959472,-71.0399765,Townhouse,Private room,2,1,1,2,$65.00,2,100,flexible
182049,Herbivorian House SkyRama ,434539,"Eutaw St, Boston, MA 02128, United States",East Boston,2128,42.37979972,-71.03325136,Apartment,Entire home/apt,4,1,2,2,$300.00,28,96,flexible
7482338,Comfy room b/t Airport & Downtown!,37882842,"Princeton Street, Boston, MA 02128, United States",East Boston,2128,42.37615402,-71.03819742,Apartment,Private room,2,1,1,1,$83.00,2,93,flexible
2634499,69-3 Minutes to Boston-Near Beach,6331373,"Saratoga Street, Boston, MA 02128, United States",East Boston,2128,42.3845971,-71.00312329,House,Private room,2,2.5,1,1,$64.00,1,80,strict
9897713,Warm 1 Bedroom Near Airport,5275817,"Lexington Street, Boston, MA 02128, United States",East Boston,2128,42.38023267,-71.02894337,Apartment,Entire home/apt,3,1,1,2,$63.00,1,80,strict
5990808,City and Harbor views,10545148,"Webster Street, Boston, MA 02128, United States",East Boston,2128,42.36479683,-71.03031285,Apartment,Entire home/apt,4,1,2,3,$189.00,2,97,strict
12233043,Airbnb Apartment Hostel #5,25938928,"Orleans Street, Boston, MA 02128, United States",East Boston,2128,42.36893354,-71.03871042,Apartment,Entire home/apt,2,2,1,1,$60.00,2,84,strict
14083611,E5 Post-Flight relaxation,28820575,"Maverick Street, Boston, MA 02128, United States",East Boston,2128,42.36800729,-71.03531796,Apartment,Private room,2,1,1,1,$99.00,1,88,strict
9698226,Sunny room 15 min from downtown!,2574884,"Leyden Street, Boston, MA 02128, United States",East Boston,2128,42.38662287,-71.00739903,Apartment,Private room,2,1,1,1,$120.00,1,98,moderate
2778656,2bdrm Condo Near Train and Airport,14211557,"Marion Street, Boston, MA 02128, United States",East Boston,2128,42.37510687,-71.03371266,Apartment,Entire home/apt,4,1,2,3,$150.00,5,82,strict
